Brand,Name,CPU,Weight,Price,Link,ImageLink,Display,RAM,Storage,Graphics Card,Source,Matching Group
ASUS,ASUS Zenbook Pro 14 Duo OLED UX8402ZE-M3044W, i7-12700H,1.7kg,52.890.000₫,https://phongvu.vn/asus-zenbook-pro-14-duo-oled-ux8402ze-m3044w--s220909068,https://lh3.googleusercontent.com/WqlAy9_eO9yg8Mf_X8TZ1Kk9IKJGCOAFZSB_SgmCyerNODPwsHrYsZmoIzlq_OMwN4nZkcNnXCX-LmCNqYYGkaHMNLy1VE10=w500-rw,"14.5"" OLED (2880 x 1800),120Hz",16GB Onboard LPDDR5,1TB SSD M.2 NVMe /,RTX 3050Ti 4GB GDDR6 / Intel Iris Xe Graphics,phongvu,ASUS Zenbook Pro 14 Duo OLED UX8402ZE-M3044W
ASUS,ASUS Zenbook Pro 14 Duo OLED UX8402ZE-M3074W, i9-12900H,1.7kg,61.190.000₫,https://phongvu.vn/asus-zenbook-pro-14-duo-oled-ux8402ze-m3074w--s220909069,https://lh3.googleusercontent.com/k24yL6hcSbwNtptaq5KFkVLokuWpnMJZptZF5B3LEZYJ4wF_dCNRGGyLADgek7VdKFA_snAbNxVTfAq1FVu_s5vJFdSbRQFi=w500-rw,"14.5"" OLED (2880 x 1800),120Hz",32GB Onboard LPDDR5,1TB SSD M.2 NVMe /,RTX 3050Ti 4GB GDDR6 / Intel Iris Xe Graphics,phongvu,ASUS Zenbook Pro 14 Duo OLED UX8402ZE-M3074W
ASUS,ASUS VivoBook Pro 16X OLED M7600RE-L2044W, Ryzen 9 6900HX,2kg,33.290.000₫,https://phongvu.vn/asus-vivobook-pro-16x-oled-m7600re-l2044w--s220909105,https://lh3.googleusercontent.com/kUZKzQNMNmqaJA0mTYra3D8-mE9avTp8QgZXdRPCpQ19fZ64XO8wEn5AkgXowMakoCAMcq2qIdDQU8WHUJbTvp_ho5aOZekBcg=w500-rw,"16"" OLED (3840 x 2400)",16GB Onboard LPDDR5,512GB SSD M.2 NVMe /,RTX 3050Ti 4GB GDDR6 / AMD Radeon 680M,phongvu,ASUS VivoBook Pro 16X OLED M7600RE-L2044W
LENOVO,Lenovo Legion 5 Pro 16IAH7H-82RF0043VN, i7-12700H,2.4kg,45.290.000₫,https://phongvu.vn/laptop-lenovo-legion-5-pro-16iah7h-82rf0043vn--s220909346,https://lh3.googleusercontent.com/6sscsjwU1VyIJTc3w4R4jPastCoM8UsWb77LbFNB3DnXC4b64HpsZAr0E-5P-H6tnlBAuqqVFaGDSU446uj61pfqV3dTZ4Sj=w500-rw,"16"" IPS (2560 x 1600),165Hz",2 x 8GB DDR5 4800MHz,512GB SSD M.2 NVMe /,RTX 3060 6GB GDDR6 / Intel Iris Xe Graphics,phongvu,Lenovo Legion 5 Pro 16IAH7H-82RF0043VN
LENOVO,Lenovo IdeaPad 3 14IAU7-82RJ001DVN, i5-1235U,1.4kg,16.590.000₫,https://phongvu.vn/laptop-lenovo-ideapad-3-14iau7-82rj001dvn--s220909348,https://lh3.googleusercontent.com/JLu7vQybwBTCdvF49Zl2de5psquYtYyh1bAIjgCQ_dqHv-hAeOBMThyaiXBzLzaWV4LDoFJAriQuLsbnufwpxx5KfMI5UcKh=w500-rw,"14"" TN (1920 x 1080)",8GB Onboard DDR4 3200MHz,512GB SSD M.2 NVMe /,Onboard Intel Iris Xe Graphics,phongvu,Lenovo IdeaPad 3 14IAU7-82RJ001DVN
LENOVO,Lenovo IdeaPad 3 14IAU7-82RJ001CVN, i3-1215U,1.4kg,13.590.000₫,https://phongvu.vn/laptop-lenovo-ideapad-3-14iau7-82rj001cvn--s220909349,https://lh3.googleusercontent.com/XCFEAsRP9YGlvnSndC05FoT-dA9LlRKPalG0KajT1KKYw1pQrHsBMP5vZs0Uk2Rf8mlr7F4bW5ajrZFhc6kKKclCv5tfKrgH=w500-rw,"14"" TN (1920 x 1080)",8GB Onboard DDR4 3200MHz,512GB SSD M.2 NVMe /,Onboard Intel UHD Graphics,phongvu,Lenovo IdeaPad 3 14IAU7-82RJ001CVN
LENOVO,Lenovo IdeaPad 3 15ABA7-82RN0070VN, Ryzen 5 5625U,1.6kg,14.490.000₫,https://phongvu.vn/laptop-lenovo-ideapad-3-15aba7-82rn0070vn--s220914445,https://lh3.googleusercontent.com/QSdYWSwAUWEGJn05XNOUzbHofH-PHKyFUnFeSEi-jBZmjf2sI8wJv-WQHDqIAva6jaLxxUvDpcCYSlHdPkvVQNMPNNOxgEmX=w500-rw,"15.6"" TN (1920 x 1080)",1 x 8GB Onboard DDR4 3200MHz,512GB SSD M.2 NVMe /,Onboard AMD Radeon Graphics,phongvu,Lenovo IdeaPad 3 15ABA7-82RN0070VN
GIGABYTE,GIGABYTE AORUS 5 SE4-73VN313SH, i7-12700H,2.4kg,40.990.000₫,https://phongvu.vn/may-tinh-xach-tay-laptop-gigabyte-aorus-5-se4-73vn313sh-i7-12700h-den--s220914497,https://lh3.googleusercontent.com/1GXq8TfbzQhz4vNsBGIc3b_-pLyWmv-mxpa__e1F1WGra7GTYBt1SqFzKXVzULZX1UMfdawTi3BUE3FdFT_Xsv4smC-_ZPf3=w500-rw,"15.6"" IPS (1920 x 1080),240Hz",2 x 8GB DDR4 3200MHz,512GB SSD M.2 NVMe /,RTX 3070 8GB GDDR6 / Intel Iris Xe Graphics,phongvu,GIGABYTE AORUS 5 SE4-73VN313SH
ASUS,Asus S430FA-EB074T, i5-8265U, 1.4 kg,11.320.000₫,https://phongvu.vn/may-tinh-xach-tay-laptop-asus-s430fa-eb074t-i5-8265u-vang-hang-trung-bay--s220917457,https://lh3.googleusercontent.com/HTE4_hJt2RPYH097NN5HpEgBsTHCJvCC1Q2PcVFqqGheC5nW9ANoHcW0x2QBsGwPWPsdkbVjgIZ4kQUJFqbUocH71NER4bw=w500-rw,"14"" ( 1920 x 1080 ) , không cảm ứng",1 x 4GB Onboard DDR4,1TB HDD 5400RPM,Intel UHD Graphics 620,phongvu,Asus S430FA-EB074T
DELL,Dell Inspiron 14 5415, Ryzen 7 5700U,,19.030.000₫,https://phongvu.vn/dell-inspiron-14-5415-tx4h61-amd-ryzen-7-5700u-bac-hang-trung-bay--s220917460,https://lh3.googleusercontent.com/mVcNAeH8qfi5XE0VxBszcTaFUqebJLucANF9M0r8G6BnIdq2a2x1vF2fuX-CFcs4boKLsjfwAKbz6v7mYomkDJn7ATEjwr0=w500-rw,"14"" WVA (1920 x 1080)",1 x 8GB DDR4 3200MHz,512GB SSD M.2 NVMe /,AMD Radeon Graphics,phongvu,Dell Inspiron 14 5415
DELL,Dell Vostro 14 5481, i5-8265U,,13.390.000₫,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-vostro-14-5481-5481-v4i5206w-i5-8265u-xam-hang-trung-bay--s220917462,https://lh3.googleusercontent.com/swY2A1GRE3hkNzxB9pq31-2mXqnGZY0IEPuR_u1rKD-OH5uAdcecYRcyeDzB2mGOcg0n1EE8f46SfVU7N3elx0jBbeiwf-v2=w500-rw,"14""",1 x 8GB DDR4 2666MHz,256GB SSD M.2 NVMe /,Intel UHD Graphics,phongvu,Dell Vostro 14 5481
DELL,Dell Vostro 15 3510, i5-1135G7,,15.720.000₫,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-vostro-15-3510-7t2yc2-i5-1135g7-den-hang-trung-bay--s220917463,https://lh3.googleusercontent.com/fS4v1mrxe3rzKNAcTzixaJJOSOMNatLXjLmv2ctbsOL8O2YpAfime7a8edh4-5slBFzNC_xJXHunkm-gZ9ZB3LoSZeRjWqdEUQ=w500-rw,"15.6"" WVA (1920 x 1080)",1 x 8GB DDR4 3200MHz,512GB SSD M.2 NVMe /,Onboard Intel Iris Xe Graphics,phongvu,Dell Vostro 15 3510
LENOVO,Lenovo Ideapad Gaming 3 15IMH05-81Y400X0VN, i5-10300H,,17.990.000₫,https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-ideapad-gaming-3-15imh05-81y400x0vn-i5-10300h-xanh-hang-trung-bay--s220917473,https://lh3.googleusercontent.com/uMX3ck__uZ6-KA8RI_QdXU0tIhtSo-gqW_xlzeDT0OMkz3_2P2p99aKFxmcA9IA5DBY13ELwYyslCQpPG1AZlCaWGomhFRUbXQ=w500-rw,"15.6"" IPS (1920 x 1080),120Hz",1 x 8GB DDR4 2933MHz,512GB SSD M.2 NVMe /,NVIDIA GeForce GTX 1650 4GB GDDR6 / Intel UHD Graphics,phongvu,Lenovo Ideapad Gaming 3 15IMH05-81Y400X0VN
LENOVO,Lenovo Yoga S740-14IIL-81RS0036VN, i5-1035G4,1.5kg,15.870.000₫,https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-yoga-s740-14iil-81rs0036vn-i5-1035g4-xam-hang-trung-bay--s220917474,https://lh3.googleusercontent.com/EMc7mVVbNFhLH_ofaABw1mhjj-nWTyNMJ18o2vUnw-V3tsjmWJ-ZHziOEnHZjeDMR_vzfjlq4_6BGAryjPqQxWLafvbqmDWr=w500-rw,"14"" IPS (1920 x 1080)",8GB Onboard LPDDR4 3733MHz,512GB SSD M.2 NVMe /,Intel Iris Plus Graphics,phongvu,Lenovo Yoga S740-14IIL-81RS0036VN
NB,NB HP 240 G8, i7-1165G7,,18.260.000₫,https://phongvu.vn/may-tinh-xach-tay-laptop-nb-hp-240-g8-617l8pa-i7-1165g7-bac-hang-trung-bay--s220917476,https://lh3.googleusercontent.com/vS-7DPiwqpPlGMbYPxMva8nTmloFD_mOzhBuH-rZEZmBLXcUc5MGBbXy6JE9yWeV6ZxfZnQcrxudQentQK4quJpEcZDwc92KrQ=w500-rw,"14"" (1920 x 1080)",1 x 8GB DDR4 3200MHz,512GB SSD M.2 NVMe /,Onboard Intel Iris Xe Graphics,phongvu,NB HP 240 G8
DELL,Dell G15 5515,Ryzen 7 5800H,2.8kg,31.490.000₫,https://phongvu.vn/may-tinh-xach-tay-laptop-dell-g15-5515-5515-70283446-amd-ryzen-7-5800h-xam--s220918772,https://lh3.googleusercontent.com/5Z4XnmVGWd3m6ueyr90kiWwTPp0W2_9pVPG7fAKKT90detzdHzGlmLjS9JH05PFepVSc44HzkvsTQc8P0IZ0Zkp66cXfvEgA=w500-rw,"15.6"" WVA (1920 x 1080),165Hz",2 x 8GB DDR4 3200MHz,512GB SSD M.2 NVMe /,RTX 3060 6GB GDDR6 / AMD Radeon Graphics,phongvu,Dell G15 5515
DELL,Dell XPS 15 9520-70295790, i9-12900HK,2kg,79.990.000₫,https://phongvu.vn/laptop-dell-xps-15-9520-70295790--s220920066,https://lh3.googleusercontent.com/GO0xGFi18gT2ky3ZTb_hs1vAAFchfOVeV5Ptz-unFtMYzhLIazniku_oTRWwaYKrDbgZibHZmD-HAebNra-9aPGzRhWQIhrY=w500-rw,"15.6"" OLED (3456 x 2160)",2 x 8GB DDR5 4800MHz,512GB SSD M.2 NVMe /,RTX 3050Ti 4GB GDDR6 / Intel Iris Xe Graphics,phongvu,Dell XPS 15 9520-70295790
DELL,Dell Inspiron 14 5420-DGDCG2, i7-1255U,1.5kg,24.990.000₫,https://phongvu.vn/dell-inspiron-14-5420-i7-1255u--s220920522,https://lh3.googleusercontent.com/IHky2EnEp-8W2uQ8j2oEEL9d7zUpa_AOW6_0Xc_fvC9lw_GFvmewLzulq0ozctzGfFXYIiY5Rdj54UnvsWL9EDjwEkTNJcnlEA=w500-rw,"14"" WVA (1920 x 1200)",1 x 8GB DDR4 3200MHz,512GB SSD M.2 NVMe /,Onboard Intel Iris Xe Graphics,phongvu,Dell Inspiron 14 5420-DGDCG2
LENOVO,Lenovo IdeaPad Gaming 3 15ACH6-82K2010GVN, Ryzen 5 5600H,,17.590.000₫,https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-ideapad-gaming-3-15ach6-82k2010gvn-amd-ryzen-5-5600h-den-hang-trung-bay--s220920572,https://lh3.googleusercontent.com/AL_lUqxlYjdWUao0Lo2pBQkVEQo5cdYHMSwpS9PrujjgszYbVa5rNbBnHFXmQydOCRpYdvZk9NdtHzYtcNqiqv17dnL0E8Al=w500-rw,"15.6"" IPS (1920 x 1080),120Hz",8GB Onboard DDR4 3200MHz,512GB SSD M.2 NVMe /,RTX 3050Ti 4GB GDDR6 / AMD Radeon Graphics,phongvu,Lenovo IdeaPad Gaming 3 15ACH6-82K2010GVN
