Brand,Name,CPU,Weight,Price,OldPrice,Link,ImageLink,Display,RAM,Storage,Graphics Card,Size,OS,Manufacturing Year,Source,Matching Group
DELL,Dell Inspiron 15 N3520," i5, 1235U",1.9 kg,16.190.000₫,18.590.000₫,https://fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-15-n3520-i5-1235u?dung-luong=256gb,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/11/638010988638227002_dell-inspiron-15-n3520-den-1.jpg,"15.6 inch, 1920 x 1080 Pixels, WVA, 120 Hz, 220 nits, Anti-Glare LED-Backlit Display","8 GB (1 thanh 8 GB), DDR4, 2666 MHz",SSD 256 GB,Intel Iris Xe Graphics,235 x 358 x 189 mm,Windows 11 Home Single Language,2022,fptshop,Dell Inspiron 15 N3520
ACER,Acer Nitro Gaming AN515-57-5669," i5, 11400H",2.2 kg,17.990.000₫,22.490.000₫,https://fptshop.com.vn/may-tinh-xach-tay/acer-nitro-gaming-an515-57-5669-i5-11400h,https://images.fpt.shop/unsafe/fit-in/665x374/filters:quality(100):fill(white)/fptshop.com.vn/Uploads/Originals/2022/2/28/637816530817625763_acer-nitro-gaming-an515-57-5669-i5-11400h-thiet-ke.png,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, Acer ComfyView LED-backlit","8 GB, DDR4, 3200 MHz",SSD 512 GB,"NVIDIA GeForce GTX 1650 4GB, Intel UHD Graphics",363.4 x 255 x 23.9 mm,Windows 11 Home,2021,fptshop,Acer Nitro Gaming AN515-57-5669
HP,HP 15s-fq5080TU," i5, 1235U",1.69 kg,13.990.000₫,14.490.000₫,https://fptshop.com.vn/may-tinh-xach-tay/hp-15s-fq5080tu-i5-1235u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/11/637931467775595338_hp-15s-fq-bac-win11-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 250 nits, Anti - Glare","8 GB (2 thanh 4 GB), DDR4, 3200 MHz",SSD 256 GB,Intel Iris Xe Graphics,358.5 x 242 x 17.9 mm,Windows 11 Home Single Language,2022,fptshop,HP 15s-fq5080TU
ACER,Acer Aspire 3 A315-58-53S6," i5, 1135G7",1.7 kg,11.490.000₫,11.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-3-a315-58-53s6-i5-1135g7,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/5/30/637895018104848324_acer-aspire-3-a315-58-vang-6.jpg,"15.6 inch, 1920 x 1080 Pixels, TN, 60 Hz, Acer ComfyView LED-backlit","8 GB (2 thanh 4 GB), DDR4, 2400 MHz",SSD 256 GB,Intel Iris Xe Graphics,363.4 x 247.5 x 19.9 mm,Windows 11 Home (ColorOS 12),2021,fptshop,Acer Aspire 3 A315-58-53S6
HP,HP Pavilion 15-eg2086TU," i3, 1215U",1.65 kg,13.790.000₫,15.290.000₫,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-15-eg2086tu-i3-1215u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/12/7/638060316580159423_hp-pavilion-15-eg-vang-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, IPS FHD","8 GB (1 thanh 8 GB), DDR4, 3200 MHz",SSD 256 GB,None,36.02 x 23.4 x 1.79 (W x D x H) cm,Windows 11 Home,,fptshop,HP Pavilion 15-eg2086TU
HP,HP Pavilion 15 eg2058TU," i5, 1240P",1.702 kg,15.990.000₫,16.490.000₫,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-15-eg2058tu-i5-1240p,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/29/637946871737901127_hp-pavilion-15-eg2059tu-i5-1240p-vang-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 250 nits, IPS FHD","8 GB (2 thanh 4 GB), DDR4, 3200 MHz",SSD 256 GB,Intel Iris Xe Graphics,360.2 x 234 x 17.9 mm,Windows 11 Home Single Language,2022,fptshop,HP Pavilion 15 eg2058TU
LENOVO,Lenovo Gaming Legion 5 15ARH7," Ryzen 5, 6600H",2.35 kg,22.990.000₫,25.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-gaming-legion-5-15arh7-r5-6600h?card-do-hoa=rtx-3050,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/20/638018713259494423_lenovo-gaming-legion-5-15arh7-xam-dam-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 165 Hz, 300 nits, IPS","8 GB (1 thanh 8 GB), DDR5, 4800 MHz",SSD 512 GB,"NVIDIA GeForce RTX 3050 4GB, AMD Radeon Graphics",358.8 x 262.35 x 19.99 mm,Windows 11 Home,2022,fptshop,Lenovo Gaming Legion 5 15ARH7
HP,HP Pavilion 15-eg2081TU," i5, 1240P",1.72 kg,18.590.000₫,20.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-15-eg2081tu-i5-1240p,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/3/13/638143029132520269_hp-pavilion-15-eg-vang-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, Hãng không công bố, FHD","16 GB (2 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,None,36.02 x 23.4 x 1.79 (W x D x H) cm,Windows 11 Home Single Language,,fptshop,HP Pavilion 15-eg2081TU
DELL,Dell Inspiron 16 N5620," i5, 1240P",1.97 kg,24.990.000₫,28.490.000₫,https://fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-16-n5620-i5-1240p,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/22/637941164981330129_dell-inspiron-16-n5620-bac-1.jpg,"16.0 inch, 1920 x 1200 Pixels, WVA, 60 Hz, 250 nits, Anti - Glare","16 GB (2 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,Intel Iris Xe Graphics,"356,7 x 251,9 x 17.95 mm",Windows 11 Home Single Language,2022,fptshop,Dell Inspiron 16 N5620
LENOVO,Lenovo Yoga 7 14ACN6," Ryzen 5, 5600U",1.45 kg,17.990.000₫,18.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-yoga-7-14acn6-r5-5600u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/1/11/637775083720823374_lenovo-yoga-7-14acn6-xam-1.jpg,"14.0 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 300 nits, IPS LCD","8 GB, LPDDR4X, 4266 MHz",SSD 512 GB,AMD Radeon Graphics,15.69 x 320 x 214 mm,Windows 11 Home,2021,fptshop,Lenovo Yoga 7 14ACN6
ASUS,Asus TUF Gaming FX506HC-HN949W," i5, 11400",2.3 kg,20.990.000₫,24.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fx506hc-hn949w-i5-11400h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/3/18/638147328207018755_asus-tuf-gaming-fx506h-den-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits, Anti-Glare LED Backlit","16 GB (2 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,"NVIDIA GeForce RTX 3050 4GB, Intel HD Graphics",359 x 256 x 22.8 ~ 24.5 mm,Windows 11 Home,2023,fptshop,Asus TUF Gaming FX506HC-HN949W
HP,HP Pavilion 14 dv2035TU," i5, 1235U",1.41 kg,15.990.000₫,16.490.000₫,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-14-dv2035tu-i5-1235u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/29/637947168657435002_hp-pavilion-14-dv-win11-vang-1.jpg,"14.0 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 250 nits, BrightView LED Backlit Chính:","8 GB (2 thanh 4 GB), DDR4, 3200 MHz",SSD 256 GB,Intel Iris Xe Graphics,325 x 216.6 x 17 mm,Windows 11 Home,2022,fptshop,HP Pavilion 14 dv2035TU
MSI,MSI GF63 Thin 11UC-444VN," i5, 11400H",1.86 kg,17.990.000₫,18.490.000₫,https://fptshop.com.vn/may-tinh-xach-tay/msi-gf63-thin-11uc-444vn-i5-11400h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/1/26/637788084554069739_msi-gf63-thin-den-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 300 nits, IPS LCD LED Backlit, True Tone","8 GB, DDR4, 3200 MHz",SSD 512 GB,"NVIDIA GeForce RTX 3050 4GB, Intel UHD Graphics",359 x 254 x 21.7 mm,Windows 11 Home Single Language,2021,fptshop,MSI GF63 Thin 11UC-444VN
LENOVO,Lenovo Gaming Legion 5 15ARH7," Ryzen 7, 6800H",2.35 kg,25.990.000₫,27.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-gaming-legion-5-15arh7-r7-6800h?card-do-hoa=rtx-3050,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/20/638018713259494423_lenovo-gaming-legion-5-15arh7-xam-dam-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 165 Hz, 300 nits, IPS","8 GB (1 thanh 8 GB), DDR5, 4800 MHz",SSD 512 GB,"NVIDIA GeForce RTX 3050 4GB, AMD Radeon Graphics",358.8 x 262.35 x 19.99 mm,Windows 11 Home,2022,fptshop,Lenovo Gaming Legion 5 15ARH7
MSI,MSI Gaming Katana GF66 12UCK-815VN," i5, 12450H",2.25 kg,20.090.000₫,20.590.000₫,https://fptshop.com.vn/may-tinh-xach-tay/ms-gaming-katana-gf66-12uck-815vn-i5-12450h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/19/638017841585071699_msi-gaming-katana-gf66-12u-den-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits, FHD","8 GB (1 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,"NVIDIA GeForce RTX 3050 4GB, Intel UHD Graphics",359 x 259 x 27.9 mm,Windows 11 Home,2022,fptshop,MSI Gaming Katana GF66 12UCK-815VN
ASUS,Asus Gaming TUF FA506ICB-HN355W," Ryzen 5, 4600H",2.3 kg,18.990.000₫,21.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/asus-gaming-tuf-fa506icb-hn355w-r5-4600h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/28/638025712376596719_asus-tuf-gaming-fa506-2022-den-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits, FHD","8 GB, DDR4, 3200 MHz",SSD 512 GB,None,35.9 x 25.6 x 2.28 cm,Windows 11,,fptshop,Asus Gaming TUF FA506ICB-HN355W
HP,HP Pavilion 14 dv2036TU," i5, 1235U",1.41 kg,15.990.000₫,16.490.000₫,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-14-dv2036tu-i5-1235u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/3/15/637514266078955338_hp-pavilion-14-dv-bac-1.jpg,"14.0 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 250 nits, BrightView LED Backlit Chính:","8 GB (2 thanh 4 GB), DDR4, 3200 MHz",SSD 256 GB,Intel Iris Xe Graphics,325 x 216.6 x 17 mm,Windows 11 Home,2022,fptshop,HP Pavilion 14 dv2036TU
DELL,Dell Inspiron N3520," i3, 1215U",1.9 kg,12.290.000₫,13.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-n3520-i3-1215u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/11/638010988638227002_dell-inspiron-15-n3520-den-1.jpg,"15.6 inch Chính:, 1920 x 1080 Pixels, WVA, 120 Hz, 250 nits, Wide-Viewing Angle (WVA) Chính:","8 GB (1 thanh 8 GB), DDR4, 2666 MHz",SSD 256 GB,None,"Height: (Front: 16.96, Rear: 18.99) x Width: 358.50 x Depth: 235.56 mm",Windows 11 Home Single Language,,fptshop,Dell Inspiron N3520
HP,HP 15s fq5161TU," i5, 1235U",1.7 kg,16.790.000₫,17.290.000₫,https://fptshop.com.vn/may-tinh-xach-tay/hp-15s-fq5161tu-i5-1235u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/12/7/638060325160157872_hp-15s-fq5161tu-xanh-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 250 nits, Anti-Glare","8 GB (2 thanh 4 GB), DDR4, 3200 MHz",SSD 512 GB,Intel Iris Xe Graphics,358.5 x 242 x 17.9 mm,Windows 11 Home,2022,fptshop,HP 15s fq5161TU
ASUS,Asus Vivobook A515EA-BQ3013W," i3, 1115G4",1.8 kg,11.990.000₫,12.490.000₫,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-a515ea-bq3013w-i3-1115g4,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2020/10/30/637396732534895117_asus-vivobook-a515-bac-1.png,"15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 250 nits, Anti-glare LED-backlit","8 GB, DDR4, 3200 MHz",SSD 256 GB,Intel UHD Graphics,359.0 x 235.0 x 17.9 mm,Windows 11 Home,2021,fptshop,Asus Vivobook A515EA-BQ3013W
HP,HP Pavilion 15 eg2087TU," i3, 1215U",1.65,13.790.000₫,15.290.000₫,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-15-eg2087tu-i3-1215u,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/29/637947006435405914_hp-pavilion-15-eg-bac-2022-win11-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, IPS FHD","8 GB (1 thanh 8 GB), DDR4, 3200 MHz",SSD 256 GB,None,36.02 x 23.4 x 1.79 cm (W x D x H) cm,Windows 11 Home,,fptshop,HP Pavilion 15 eg2087TU
ASUS,Asus ROG Strix Gaming G513IE-HN246W," Ryzen 7, 4800H",2.1 kg,20.990.000₫,21.990.000₫,https://fptshop.com.vn/may-tinh-xach-tay/asus-gaming-rog-strix-g513ie-hn246w-r7-4800h,https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/8/26/637655727924518755_asus-rog-gaming-g513-rgb4-xam-1.jpg,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits, FHD","8 GB (1 thanh 8 GB), DDR4, 3200 MHz",SSD 512 GB,"NVIDIA GeForce RTX 3050 Ti 4 GB, AMD Radeon Graphics",354 x 259 x 20.6 cm,Windows 11,2022,fptshop,Asus ROG Strix Gaming G513IE-HN246W
